25.2, 326.8
131.78571428571428, 321.14285714285717
138.6769230769231, 791.3846153846154
264.6341463414634, 526.6585365853658
270.1363636363636, 734.8636363636364
280.63793103448273, 515.0862068965517
282.8421052631579, 374.1578947368421
302.64285714285717, 306.76785714285717
298.5, 331.5
319.31666666666666, 389.3666666666667
321.6470588235294, 538.4901960784314
323.70588235294116, 366.47058823529414
327.8524590163934, 274.655737704918
344.20512820512823, 434.54700854700855
344.8636363636364, 387.0
349.39130434782606, 548.75
350.0625, 893.125
356.1066666666667, 425.29333333333335
359.6296296296296, 764.0
366.2156862745098, 607.0196078431372
368.44086021505376, 428.73118279569894
367.7586206896552, 535.5344827586207
371.5, 910.0
380.4655172413793, 656.3793103448276
385.2830188679245, 421.8301886792453
396.390625, 407.3125
398.06666666666666, 777.8666666666667
398.3125, 927.5833333333334
401.6585365853659, 468.9146341463415
405.90410958904107, 411.3835616438356
412.0, 732.5
416.0843373493976, 690.9156626506024
419.8421052631579, 376.8421052631579
428.2758620689655, 739.0689655172414
429.4142857142857, 750.8
432.8139534883721, 889.0232558139535
432.5, 863.2142857142857
437.18, 760.16
437.4805194805195, 851.0649350649351
440.51428571428573, 616.8857142857142
443.4189189189189, 541.0675675675676
441.82758620689657, 727.8965517241379
443.3207547169811, 682.4150943396227
450.8421052631579, 963.1578947368421
456.61538461538464, 910.6153846153846
461.5, 928.0
465.8679245283019, 696.9056603773585
471.4415584415584, 572.025974025974
472.1, 832.82
477.0740740740741, 913.6666666666666
478.94029850746267, 681.9104477611941
480.15492957746477, 541.7042253521126
480.6304347826087, 623.1086956521739
483.86486486486484, 674.7027027027027
485.0, 667.0
490.0, 597.5
492.4507042253521, 740.5352112676056
493.3333333333333, 369.3076923076923
493.4, 550.5142857142857
496.6, 381.51428571428573
497.29411764705884, 628.5
498.66153846153844, 847.8615384615384
501.9655172413793, 952.5057471264367
498.5, 399.7857142857143
501.25, 280.25
507.0, 765.4
508.17241379310343, 566.1034482758621
507.975, 993.075
509.8125, 847.0
510.90909090909093, 622.5
510.0, 703.5
514.3333333333334, 367.125
513.1666666666666, 581.1666666666666
513.1666666666666, 598.0
520.7238095238096, 616.0761904761905
515.7788461538462, 638.7307692307693
516.2065217391304, 677.1413043478261
513.5, 839.0
516.3157894736842, 353.7368421052632
517.3, 204.85
521.3737373737374, 805.979797979798
519.875, 579.6666666666666
523.2950819672132, 473.1475409836066
523.0178571428571, 485.625
524.2763157894736, 520.578947368421
523.9130434782609, 603.3478260869565
528.0416666666666, 855.5972222222222
528.469696969697, 872.8181818181819
527.0, 882.6785714285714
531.6851851851852, 541.574074074074
531.9102564102565, 552.5897435897435
532.0, 673.2647058823529
534.0, 992.5
536.8636363636364, 174.0
542.5333333333333, 861.5
541.6229508196722, 972.6229508196722
545.5540540540541, 710.5405405405405
544.6304347826087, 605.1086956521739
545.2727272727273, 613.6363636363636
548.6, 753.2
547.4, 875.4857142857143
547.5, 231.5
552.1162790697674, 899.1162790697674
553.4102564102565, 718.4871794871794
553.5, 313.0
554.5, 425.5
556.8, 1074.56
